poligraphId,Slug affaire,Titre,poligraphId politique,Slug politique,Politique,Parti actuel (abrégé),Parti actuel,Position politique,Parti au moment (abrégé),Parti au moment,Statut,Statut (code),Catégorie,Catégorie (code),Gravité,Gravité (code),Implication,Implication (code),Liée au mandat,Date des faits,Date de début,Date du verdict,Amende (EUR),Prison (mois),Prison avec sursis,Inéligibilité (mois),TIG (heures),Appel,Peine (texte libre),Autres peines,Juridiction,ECLI,Description,Nombre de sources,Première source (URL),Première source (titre),Page Poligraph,Créée le,Mise à jour le
AF-000044,alain-carignon-faux,Affaire Carignon — corruption et abus de biens sociaux (eau de Grenoble),PG-000627,alain-carignon,Alain Carignon,LR,Les Républicains,Droite,RPR,Rassemblement pour la République,Condamnation définitive,CONDAMNATION_DEFINITIVE,Corruption,CORRUPTION,Critique,CRITIQUE,Mis en cause,DIRECT,oui,1984-01-01,,1996-07-09,61000,60,non,60,,non,,"dont 48 mois de prison ferme, 12 mois avec sursis. Subornation de témoins.",Cour d'appel de Lyon,,"Alain Carignon, ancien maire de Grenoble et ministre de l'Environnement puis de la Communication, a été condamné définitivement le 9 juillet 1996 par la Cour d'appel de Lyon pour corruption, abus de biens sociaux et subornation de témoins. Entre 1984 et 1993, il a bénéficié d'avantages matériels totalisant 2,9 millions d'euros (refinancement de journaux, vols en avion privé, appartement de 280m² à Paris, croisière de luxe) de la part des sociétés Merlin et Lyonnaise des Eaux, qui ont obtenu en échange la concession du service des eaux de Grenoble via leur filiale COGESE.",4,https://fr.wikipedia.org/wiki/Alain_Carignon,Wikidata - Alain Carignon,https://poligraph.fr/affaires/alain-carignon-faux,2026-02-18T04:43:11.715Z,2026-02-21T13:27:10.655Z
AF-000043,jean-michel-baylet-abus-de-biens-sociaux,Condamnation de Jean-Michel Baylet pour abus de biens sociaux (La Dépêche du Midi),PG-001351,jean-michel-baylet,Jean-Michel Baylet,PRG,Parti radical de gauche,Gauche,PRG,Parti radical de gauche,Condamnation définitive,CONDAMNATION_DEFINITIVE,Abus de biens sociaux,ABUS_BIENS_SOCIAUX,Grave,GRAVE,Mis en cause,DIRECT,non,,,2003-03-13,30000,6,oui,,,non,,,,,"Jean-Michel Baylet, longtemps président du Parti radical de gauche et ancien ministre, a occupé le poste de président du groupe de presse propriétaire du journal La Dépêche du Midi. Durant plusieurs années, il a utilisé les ressources du journal à titre personnel, ce qui constitue un détournement de biens sociaux. Les faits reprochés incluaient l'utilisation systématique d'employés du journal pour des tâches personnelles : ménage du domicile, entretien automobile et maintenance d'un bateau familial en Grèce. De plus, le journal finançait directement son loyer parisien, s'élevant à 14 000 francs mensuels. Des accusations de faux et usage de faux complétaient le dossier. Jugée en 2003, cette affaire a donné lieu à une condamnation définitive le 13 mars 2003. Jean-Michel Baylet a été reconnu coupable d'abus de biens sociaux, de recel d'abus de biens sociaux, et de faux et usage de faux. Il a reçu une peine de 6 mois d'emprisonnement avec sursis et une amende de 30 000 euros. Cette condamnation n'a pas empêché Jean-Michel Baylet de poursuivre une carrière politique locale, notamment en tant que maire de Valence.",3,https://fr.wikipedia.org/wiki/Jean-Michel_Baylet,Wikidata - Jean-Michel Baylet,https://poligraph.fr/affaires/jean-michel-baylet-abus-de-biens-sociaux,2026-02-18T04:43:10.615Z,2026-03-04T21:54:23.701Z
AF-000042,jean-hugues-ratenon-conduite-en-etat-d-ivresse,Poursuites de Jean-Hugues Ratenon pour conduite en état d'ivresse et refus de tests,PG-000163,jean-hugues-ratenon,Jean-Hugues Ratenon,LFI,La France insoumise,Gauche,RÉ974,Rézistan's Égalité 974,Condamnation définitive,CONDAMNATION_DEFINITIVE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2024-08-24,,2025-02-13,2300,6,oui,,,non,,,Tribunal correctionnel de Saint-Denis (La Réunion),,"Jean-Hugues Ratenon, député LFI de La Réunion, est convoqué en janvier devant le tribunal correctionnel de Saint-Denis pour conduite en état d'ivresse manifeste, refus de se soumettre aux tests d'alcoolémie et de stupéfiants, ainsi que défaut de maîtrise. Les faits se sont produits dans la nuit du 24 août 2024, lorsque son véhicule, stationné tous feux éteints sur une quatre-voies dans l'est de l'île, a été percuté par un autre véhicule. Le député, qui conteste les infractions, a refusé les prélèvements par éthylotest, salivaire et sanguin. Son permis de conduire a été suspendu pour neuf mois par décision administrative, et les faits poursuivis sont passibles de deux ans de prison et 3750 euros d'amende.",4,https://www.lefigaro.fr/actualite-france/le-depute-lfi-jean-hugues-ratenon-convoque-au-tribunal-pour-conduite-en-etat-d-ivresse-a-la-reunion-20240830,Le député LFI Jean-Hugues Ratenon convoqué au tribunal pour conduite en état d'ivresse à La Réunion,https://poligraph.fr/affaires/jean-hugues-ratenon-conduite-en-etat-d-ivresse,2026-02-18T04:42:48.835Z,2026-03-12T15:22:40.698Z
AF-000041,marc-joulaud-detournement-de-fonds-publics,Détournement de fonds publics,PG-001087,marc-joulaud,Marc Joulaud,LR,Les Républicains,Droite,,,Condamnation définitive,CONDAMNATION_DEFINITIVE,Détournement de fonds publics,DETOURNEMENT_FONDS_PUBLICS,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2002-01-01,,2024-04-24,20000,36,oui,60,,non,"3 ans de prison avec sursis, 5 ans d'inéligibilité",,Cour de cassation (rejet pourvoi),,"Marc Joulaud, député de l'Union pour un mouvement populaire et suppléant de François Fillon à l'Assemblée nationale, est condamné en définitif pour détournement de fonds publics dans l'affaire des emplois fictifs. Entre 2002 et 2007, Joulaud a employé Pénélope Fillon, épouse du ministre, comme assistante parlementaire fictive sans qu'elle n'exerce réellement les fonctions correspondantes. Cette pratique a généré des rémunérations publiques injustifiées en détournement des deniers de l'État. L'affaire a fait l'objet d'une instruction puis d'une mise en examen. Le tribunal correctionnel s'est prononcé, suivi d'appels et d'un pourvoi en cassation. La Cour de cassation a rejeté le pourvoi le 24 avril 2024, confirmant ainsi la condamnation en dernier ressort. Joulaud a été condamné à 36 mois de prison avec sursis, 20 000 euros d'amende et 60 mois d'inéligibilité. Cette condamnation définitive implique l'extinction de toute possibilité de recours et l'applicabilité immédiate des peines prononcées, particulièrement l'inéligibilité qui affecte sa capacité à exercer des mandats électoraux.",2,https://fr.wikipedia.org/wiki/Marc_Joulaud,Wikidata - Marc Joulaud,https://poligraph.fr/affaires/marc-joulaud-detournement-de-fonds-publics,2026-01-25T15:23:35.662Z,2026-04-09T19:14:55.242Z
AF-000040,jean-tiberi-fraude,Fraude electorale - affaire des faux electeurs du 5e arrondissement,PG-000633,jean-tiberi,Jean Tiberi,,,,UDR,Union des démocrates pour la République,Condamnation définitive,CONDAMNATION_DEFINITIVE,Faux et usage de faux,FAUX_ET_USAGE_FAUX,Grave,GRAVE,Mis en cause,DIRECT,non,1995-06-01,,2015-03-03,10000,10,oui,36,,non,"10 mois de prison avec sursis, 10 000€ d'amende, 3 ans d'inéligibilité",,Cour de cassation (rejet pourvoi),,"Jean Tiberi, figure historique de la droite parisienne et maire de Paris, a été reconnu coupable de manœuvres frauduleuses portant atteinte à la sincérité du scrutin. Membre de l'Union des démocrates pour la République au moment des faits, Tiberi a inscrit frauduleusement de faux électeurs dans les listes électorales du 5e arrondissement de Paris lors des élections municipales de 1995 et legislatives de 1997. Ces infractions — inscription de faux électeurs — constituent du faux et usage de faux, attentat direct à l'intégrité du processus électoral. Elles ont porté sur deux scrutins majeurs et concernaient un arrondissement de la capitale. L'affaire a suivi un parcours judiciaire long. Le verdict initial du tribunal a été confirmé par les instances supérieures. La Cour de cassation a rejeté le pourvoi en cassation en mars 2015, confirmant définitivement la culpabilité. Cette condamnation est donc devenue définitive après vingt ans d'enjeux judiciaires. Tiberi a été condamné à dix mois de prison avec sursis, 10 000 euros d'amende et trois ans d'inéligibilité. Ces peines — notamment l'inéligibilité — l'ont exclu de la vie politique élective durant une période significative suivant le jugement final, matérialisant les conséquences de la fraude électorale.",2,https://www.franceinfo.fr/societe/justice/affaire-des-faux-electeurs-le-pourvoi-en-cassation-du-couple-tiberi-rejete_1687139.html,Affaire des faux électeurs : le pourvoi en cassation du couple Tibéri rejeté,https://poligraph.fr/affaires/jean-tiberi-fraude,2026-01-18T18:39:36.304Z,2026-03-11T12:36:24.065Z
AF-000039,jean-christophe-cambadelis-detournement-de-fonds-publics,Détournement de fonds publics,PG-000632,jean-christophe-cambadelis,Jean-Christophe Cambadélis,PS,Parti socialiste,Gauche,PCI,Parti communiste internationaliste,Condamnation définitive,CONDAMNATION_DEFINITIVE,Détournement de fonds publics,DETOURNEMENT_FONDS_PUBLICS,Critique,CRITIQUE,Mis en cause,DIRECT,oui,,,2025-05-20,60000,8,oui,60,,non,"8 mois de prison avec sursis, 60 000€ d'amende avec sursis, 5 ans d'inéligibilité",,Cour d'appel de Paris,,"Jean-Christophe Cambadélis, ancien représentant du Parti communiste internationaliste devenu membre des Socialistes et apparentés, a été condamné en appel pour détournement de fonds publics. Les faits reprochés concernent l'utilisation détournée de 114 057 € de son indemnité représentative de frais de mandat (IRFM), l'allocation versée aux parlementaires pour couvrir leurs dépenses liées à l'exercice de leur mandat. Ces sommes auraient été affectées à des fins personnelles, en violation de la réglementation encadrant l'utilisation de cette indemnité. La Cour d'appel de Paris a rendu son jugement le 20 mai 2025, confirmant la culpabilité du politicien. La sentence prononcée comprend une peine de 8 mois d'emprisonnement avec sursis, une amende de 60 000 €, et une interdiction d'exercer des mandats électifs pendant 60 mois (5 ans). Cette condamnation définitive met fin à la procédure judiciaire et emporte des conséquences directes sur l'éligibilité de l'intéressé.",2,https://www.franceinfo.fr/politique/ps/detournement-de-frais-de-mandat-l-ex-numero-un-du-ps-jean-christophe-cambadelis-condamne-a-huit-mois-de-prison-avec-sursis_6762874.html,L'ex-numéro un du PS Jean-Christophe Cambadélis condamné à huit mois de prison avec sursis,https://poligraph.fr/affaires/jean-christophe-cambadelis-detournement-de-fonds-publics,2026-01-18T18:39:36.054Z,2026-03-04T21:54:10.527Z
AF-000037,claude-pradille-corruption,Condamnation de Claude Pradille pour corruption et détournement de fonds publics,PG-000629,claude-pradille,Claude Pradille,PS,Parti socialiste,Gauche,PS,Parti socialiste,Condamnation définitive,CONDAMNATION_DEFINITIVE,Corruption,CORRUPTION,Critique,CRITIQUE,Mis en cause,DIRECT,oui,1983-01-01,,1995-07-12,46000,24,non,36,,non,"5 ans de prison (peine max), 300 000 francs d'amende, 5 ans d'inéligibilité","Remboursement de 1,4 à 1,5 million d'euros au profit de l'Office HLM du Gard. Confiscation de l'intégralité des biens immobiliers (château à Caveirac évalué à 750.000 euros). Assignation à résidence avec bracelet électronique pour l'exécution de la peine.","Tribunal correctionnel de Nîmes (première instance 1995), Cour d'appel de Nîmes (appel 2019 et 2021)",,"Claude Pradille, ancien sénateur socialiste du Gard (1988-1997) et ancien directeur de l'Office HLM du Gard, a été condamné en première instance en juillet 1995 à trois ans de prison ferme pour corruption, faux et usage de faux, complicité d'escroquerie et subornation de témoins, après un rapport accablant de la Cour des comptes. Il était reconnu coupable du détournement de 1,4 à 1,5 million d'euros au détriment de l'Office HLM, avec obligation de remboursement. Ayant organisé son insolvabilité en transférant ses biens (dont un château à Caveirac) à sa fille et son ex-gendre entre 2006 et 2010, il a été condamné en appel en 2019 puis en 2021 à deux ans de prison ferme pour organisation frauduleuse d'insolvabilité, avec confiscation de ses biens immobiliers. Sa déchéance de mandat sénatorial a été constatée par le Conseil constitutionnel en septembre 1997.",5,https://www.universalis.fr/evenement/24-mai-1995-condamnation-du-senateur-p-s-claude-pradille,Condamnation du sénateur Claude Pradille,https://poligraph.fr/affaires/claude-pradille-corruption,2026-01-18T14:18:26.165Z,2026-02-21T09:14:51.069Z
AF-000036,patrick-balkany-prise-illegale-d-interets,Prise illégale d'intérêts,PG-000628,patrick-balkany,Patrick Balkany,LR,Les Républicains,Droite,RPR,Rassemblement pour la République,Condamnation définitive,CONDAMNATION_DEFINITIVE,Prise illégale d'intérêts,PRISE_ILLEGALE_INTERETS,Grave,GRAVE,Mis en cause,DIRECT,oui,1985-01-01,1996-05-01,1998-05-07,30490,15,oui,24,,non,"15 mois de prison avec sursis, 200 000 FF d'amende, 2 ans d'inéligibilité",,Cour de cassation,,"Patrick Balkany, figure du Rassemblement pour la République, a été poursuivi pour prise illégale d'intérêts relatifs à des faits remontant à 1985. La prise illégale d'intérêts constitue une infraction commise par un agent public qui utilise sa fonction pour se procurer un intérêt personnel ou faire profiter un tiers. Les investigations ont établi que Patrick Balkany avait commis des actes contraires à ses obligations légales durant ses fonctions. Le dossier a suivi le parcours judiciaire classique, remontant jusqu'à la Cour de cassation qui a tranché définitivement sur cette affaire. Le 7 mai 1998, la haute juridiction a prononcé une condamnation définitive à l'encontre de Patrick Balkany. Le verdict a ordonné une peine de 15 mois de prison avec sursis, une amende de 30 490 euros et 24 mois d'inéligibilité. Ces sanctions reflètent la gravité des infractions retenues tout en accordant le bénéfice du sursis pour la part carcérale. L'inéligibilité a temporairement interdit l'accès aux mandats électifs. Cette condamnation, entrée en force définitivement, demeure un élément significatif du parcours politique de Patrick Balkany.",2,https://www.franceinfo.fr/politique/la-justice-accorde-une-liberte-conditionnelle-a-patrick-balkany-condamne-pour-plusieurs-delits-financiers_7739317.html,"La justice accorde une liberte conditionnelle a Patrick Balkany, condamne pour plusieurs delits financiers",https://poligraph.fr/affaires/patrick-balkany-prise-illegale-d-interets,2026-01-18T14:18:24.986Z,2026-03-04T21:54:02.859Z
AF-000035,alain-carignon-abus-de-biens-sociaux,Abus de biens sociaux,PG-000627,alain-carignon,Alain Carignon,LR,Les Républicains,Droite,RPR,Rassemblement pour la République,Condamnation définitive,CONDAMNATION_DEFINITIVE,Abus de biens sociaux,ABUS_BIENS_SOCIAUX,Grave,GRAVE,Mis en cause,DIRECT,non,1989-01-01,1995-11-16,1997-10-27,,60,non,60,,non,"5 ans de prison (4 ferme + 1 sursis), 400 000 FF d'amende, 5 ans d'inéligibilité","4 ans ferme, 1 an avec sursis. 400 000 FF d'amende. 5 ans d'inéligibilité",Cour de cassation (rejet pourvoi),,"Alain Carignon, ancien ministre de l'Environnement du Rassemblement pour la République, a été condamné pour abus de biens sociaux concernant la gestion de la Lyonnaise des Eaux, où il occupait une position influente. Les faits remontent à 1989. Carignon aurait détourné des ressources de la société à des fins personnelles, notamment en utilisant les finances de l'entreprise pour financer des activités ou des bénéfices privés sans justification légitime. L'instruction judiciaire a établi que la gestion des biens de la Lyonnaise des Eaux n'avait pas respecté les obligations légales, et que le politicien avait agi en violation de ses responsabilités de contrôle et de surveillance. Cette affaire s'inscrit dans un contexte plus large d'accusations de malversations financières visant Carignon, dont notamment l'affaire de corruption et abus de biens sociaux concernant l'eau de Grenoble. Le tribunal a rendu son verdict le 27 octobre 1997, confirmé par la Cour de cassation au rejet du pourvoi, donnant un caractère définitif à la condamnation. Carignon a reçu une peine de 60 mois de prison ferme, assortie de 60 mois d'inéligibilité, d'une amende de 400 000 francs français, et d'une peine d'inéligibilité totale de 5 ans. Cette condamnation définitive a marqué la fin du parcours politique de Carignon au sein du Rassemblement pour la République.",2,https://www.franceinfo.fr/elections/municipales/elections-municipales-2026-alain-carignon-condamne-pour-corruption-va-tenter-de-reconquerir-grenoble_7294140.html,"Municipales 2026 : a Grenoble, l'ancien maire Alain Carignon va tenter de reconquerir la ville",https://poligraph.fr/affaires/alain-carignon-abus-de-biens-sociaux,2026-01-18T14:18:24.035Z,2026-03-04T21:53:58.349Z
AF-000034,alain-carignon-subornation-de-temoin,Subornation de témoin,PG-000627,alain-carignon,Alain Carignon,LR,Les Républicains,Droite,RPR,Rassemblement pour la République,Condamnation définitive,CONDAMNATION_DEFINITIVE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,1989-01-01,1995-11-16,1997-10-27,,,,,,non,"Peine globale : 5 ans de prison (dont 1 avec sursis), 400 000 FF d'amende, 5 ans d'inéligibilité",,Cour de cassation (rejet pourvoi),,"Alain Carignon, membre du Rassemblement pour la République au moment des faits, a été condamné pour subornation de témoin. Cette infraction s'inscrit dans le contexte des démêlés judiciaires multiples du personnage politique, notamment liés à son administration de la ville de Grenoble. Les faits reprochés remontent à 1989. La subornation de témoin, qui consiste à inciter ou corrompre une personne à modifier ou dissimuler son témoignage, a été retenue contre le politicien. Après instruction et jugement en première instance, le dossier a suivi la procédure d'appel avant d'être saisi en pourvoi en cassation. La Cour de cassation a rejeté le pourvoi le 27 octobre 1997, confirmant ainsi la culpabilité et rendant la condamnation définitive. Le tribunal a prononcé une peine globale de 5 ans de prison, dont 1 an assorti du sursis, une amende de 400 000 francs français, et 5 ans d'inéligibilité. Cette peine d'inéligibilité revêt une dimension politique majeure, interdisant au condamné d'exercer des fonctions électives pendant cette période. Cette condamnation s'ajoute à d'autres poursuites judiciaires visant Alain Carignon, notamment en matière d'abus de biens sociaux et de corruption liée à la gestion de l'eau à Grenoble.",2,https://www.ina.fr/ina-eclaire-actu/alain-carignon-affaire-corruption-homme-politique-grenoble-elections-municipales,Retour sur l'affaire Alain Carignon,https://poligraph.fr/affaires/alain-carignon-subornation-de-temoin,2026-01-18T14:18:23.581Z,2026-03-04T21:53:53.073Z
AF-000033,alain-juppe-prise-illegale-d-interets,Prise illégale d'intérêts,PG-000624,alain-juppe,Alain Juppé,LR,Les Républicains,Droite,,,Condamnation définitive,CONDAMNATION_DEFINITIVE,Prise illégale d'intérêts,PRISE_ILLEGALE_INTERETS,Critique,CRITIQUE,Mis en cause,DIRECT,oui,1988-01-01,,2004-12-01,,14,oui,12,,non,"14 mois de prison avec sursis, 1 an inéligibilité",,Cour d appel de Versailles,,"Alain Juppé, secrétaire général des Républicains de 1988 à 1994, a été condamné en définitive pour prise illégale d'intérêts dans l'affaire des emplois fictifs de la mairie de Paris. Durant ses années à la tête du parti gaulliste, Juppé a mis en place un système de financement du RPR par la collectivité parisienne. Sept permanents du parti étaient rémunérés directement par la Ville de Paris alors qu'ils n'y exerçaient aucune fonction réelle, constituant un détournement de fonds publics à titre privé. La Cour d'appel de Versailles a rendu son verdict définitif le 1er décembre 2004. Juppé a été condamné à quatorze mois de prison avec sursis et à douze mois d'inéligibilité. Cette condamnation définitive a mis fin aux poursuites et appels engagés antérieurement dans cette affaire, qui a profondément marqué le paysage politique français en révélant les pratiques de financement occulte des partis politiques à la fin du XXe siècle. La sentence s'inscrit dans le cadre des investigations judiciaires menées sur le financement politique, ayant aussi touché d'autres responsables parisiens impliqués dans des systèmes d'emplois fictifs à titre personnel.",2,https://www.ina.fr/ina-eclaire-actu/video/2716231001002/emplois-fictifs-de-la-ville-de-paris-alain-juppe-condamne-en-appel-mais-peine-allegee,Alain Juppé condamné en appel,https://poligraph.fr/affaires/alain-juppe-prise-illegale-d-interets,2026-01-18T14:18:20.210Z,2026-04-09T19:14:54.869Z
AF-000032,jacques-masdeu-arus-corruption,Corruption,PG-000621,jacques-masdeu-arus,Jacques Masdeu-Arus,,,,RPR,Rassemblement pour la République,Condamnation définitive,CONDAMNATION_DEFINITIVE,Corruption,CORRUPTION,Critique,CRITIQUE,Mis en cause,DIRECT,oui,1998-01-01,,2009-05-20,75000,24,oui,60,,non,"2 ans de prison avec sursis, 75 000 € d'amende, 5 ans de privation des droits civiques",,Cour de cassation (rejet pourvoi),,"Jacques Masdeu-Arus, membre du Rassemblement pour la République au moment des faits, a été condamné en définitive pour des infractions commises entre 1998 et 2001. Au cours de cette période, la société AINETT a versé à l'élu des enveloppes contenant de l'argent liquide en contrepartie de l'attribution de marchés publics. Ces flux financiers directs constituent le fondement de la corruption passive reprochée. Jacques Masdeu-Arus a également été poursuivi pour recel d'abus de biens sociaux, les fonds en question provenant de détournements au sein de la structure privée. Le dossier a suivi le circuit judiciaire normal : après les investigations initiales, l'affaire a été portée devant les tribunaux. Un jugement de culpabilité a été prononcé, suivi d'appels. La Cour de cassation, saisie en dernier ressort, a rejeté le pourvoi le 20 mai 2009, rendant la condamnation définitive. La sentence prononcée combine une peine d'emprisonnement de 24 mois assortie d'un sursis, une amende de 75 000 euros et une période d'inéligibilité de 60 mois. Cette dernière sanction a entraîné automatiquement la déchéance de son mandat de député. Cette condamnation définitive marque l'aboutissement d'une procédure pénale portant sur des malversations impliquant des deniers publics et des ententes entre secteurs public et privé.",3,https://fr.wikipedia.org/wiki/Affaire_B%C3%A9dier,Affaire Bédier - Wikipédia,https://poligraph.fr/affaires/jacques-masdeu-arus-corruption,2026-01-18T14:18:17.377Z,2026-03-04T21:53:43.106Z
AF-000031,jacques-chirac-detournement-de-fonds,Condamnation de Jacques Chirac pour détournement de fonds publics dans l'affaire des emplois fictifs de la Ville de Paris,PG-000620,jacques-chirac,Jacques Chirac,,,,RPR,Rassemblement pour la République,Condamnation définitive,CONDAMNATION_DEFINITIVE,Détournement de fonds publics,DETOURNEMENT_FONDS_PUBLICS,Critique,CRITIQUE,Mis en cause,DIRECT,oui,1990-10-01,,2011-12-15,0,24,oui,0,0,non,2 ans de prison avec sursis,Aucun enrichissement personnel reconnu par le tribunal,Tribunal correctionnel de Paris,,"Le 15 décembre 2011, Jacques Chirac a été condamné à deux ans de prison avec sursis par le tribunal correctionnel de Paris pour détournement de fonds publics, abus de confiance et prise illégale d'intérêts dans l'affaire des emplois fictifs de la Ville de Paris. Les faits portent sur une vingtaine d'emplois litigieux au sein de la mairie entre 1990 et 1995, quand Jacques Chirac était maire de la capitale et préparait l'élection présidentielle de 1995. L'ancien président, alors âgé de 79 ans et protégé durant son mandat par l'immunité présidentielle, a déclaré qu'il ne ferait pas appel bien qu'il conteste le jugement, rendant la condamnation définitive. Il est devenu ainsi le premier président de la République française condamné par la justice.",6,https://www.franceinfo.fr/politique/jacques-chirac/mort-de-jacques-chirac-de-la-plainte-d-un-contribuable-a-une-condamnation-historique-retour-sur-l-affaire-des-emplois-fictifs-a-la-mairie-de-paris_3634585.html,Jacques Chirac condamné - emplois fictifs,https://poligraph.fr/affaires/jacques-chirac-detournement-de-fonds,2026-01-18T14:18:16.724Z,2026-04-09T19:14:54.944Z
AF-000030,julien-sanchez-incitation-a-la-haine-raciale,Condamnation de Julien Sanchez par la CEDH pour incitation à la haine,PG-000617,julien-sanchez,Julien Sanchez,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Condamnation définitive,CONDAMNATION_DEFINITIVE,Incitation à la haine,INCITATION_HAINE,Critique,CRITIQUE,Mis en cause,DIRECT,oui,,,2023-05-15,4000,,,,,non,4 000€ d'amende dont 3 000€ pour provocation à la haine,,Cour européenne des droits de l'homme (CEDH),,"Julien Sanchez, élu du Rassemblement National, a été condamné par la Cour européenne des droits de l'homme (CEDH) pour ne pas avoir modéré des commentaires haineux contre les musulmans publiés sur le mur de son compte Facebook public. La CEDH a relevé qu'en ayant rendu public l'accès au mur de son compte Facebook et autorisé ses amis à y publier des commentaires, il ne pouvait ignorer les contenus haineux compte tenu du contexte local. Cette condamnation intervenue en mai 2023 n'est pas la première pour l'élu RN devant cette juridiction européenne. La responsabilité de Sanchez a été retenue en tant que gestionnaire d'un espace public de discussion en ligne.",3,https://fr.wikipedia.org/wiki/Julien_Sanchez,Wikidata - Julien Sanchez,https://poligraph.fr/affaires/julien-sanchez-incitation-a-la-haine-raciale,2026-01-18T14:18:13.997Z,2026-02-21T02:14:21.325Z
AF-000029,francois-leotard-outrage-a-agent-public,Outrage à agent public,PG-000603,francois-leotard,François Léotard,,,,PR,Parti républicain,Condamnation définitive,CONDAMNATION_DEFINITIVE,Autre,AUTRE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2012-11-20,,2013-05-30,3750,,,,,non,3 750€ d'amende + dommages et intérêts aux policiers/gendarmes,,Tribunal correctionnel de Draguignan,,"François Léotard, ancien ministre et figure du Parti républicain, a été condamné pour outrage à agents publics suite aux opérations de perquisition effectuées à son domicile de Fréjus le 20 novembre 2012. Ces perquisitions s'inscrivaient dans le contexte de l'enquête relative à l'affaire Karachi, qui a mobilisé les autorités judiciaires pendant plusieurs années. Lors du déroulement de ces opérations à son domicile, Léotard aurait tenu des propos ou adopté une attitude constitutive d'outrage envers les agents publics présents. Le tribunal correctionnel de Draguignan a statué le 30 mai 2013, reconnaissant les faits et prononçant une condamnation définitive. La peine prononcée s'élève à 3 750 euros d'amende. Cette condamnation revêt un caractère de condamnation définitive, clôturant les poursuites relatives à cet incident spécifique, bien que les investigations plus larges concernant l'affaire Karachi aient poursuivi leur cours judiciaire.",2,https://fr.wikipedia.org/wiki/Fran%C3%A7ois_L%C3%A9otard,Wikidata - François Léotard,https://poligraph.fr/affaires/francois-leotard-outrage-a-agent-public,2026-01-18T14:18:13.443Z,2026-03-04T21:53:38.179Z
AF-000028,sylvie-andrieux-detournement-de-fonds-publics,Détournement de fonds publics,PG-000616,sylvie-andrieux,Sylvie Andrieux,PS,Parti socialiste,Gauche,PS,Parti socialiste,Condamnation définitive,CONDAMNATION_DEFINITIVE,Détournement de fonds publics,DETOURNEMENT_FONDS_PUBLICS,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2005-01-01,,2016-11-09,100000,48,non,60,,non,"4 ans de prison dont 3 avec sursis, 100 000€ d'amende, 5 ans d'inéligibilité",,Cour de cassation (rejet pourvoi),,"Sylvie Andrieux, conseillère régionale du Parti socialiste, a été condamnée en 2016 pour détournement de fonds publics commis entre 2005 et 2008 lors de son mandat. Les faits Entre 2005 et 2008, Andrieux a distribué 700 000 euros de subventions régionales à des associations fictives. Cette escroquerie s'est opérée via la falsification de factures, permettant de justifier des virements publics vers des structures inexistantes. Les investigations ont révélé l'absence de contrôle suffisant sur les bénéficiaires désignés et la carence dans la vérification des documents justificatifs. Procédure judiciaire Mise en examen pour détournement de fonds publics, Andrieux a d'abord été jugée en première instance. Condamnée, elle a formé un pourvoi en cassation. La Cour de cassation a rejeté ce pourvoi le 9 novembre 2016, confirmant la condamnation définitive. Verdict et sanctions La juridiction a prononcé une peine de 48 mois de prison ferme, une amende de 100 000 euros et une inéligibilité de 60 mois. Ces sanctions reflètent la gravité du détournement de deniers publics et le manquement aux obligations fiduciaires attachées à la fonction élective.",2,https://fr.wikipedia.org/wiki/Sylvie_Andrieux,Wikidata - Sylvie Andrieux,https://poligraph.fr/affaires/sylvie-andrieux-detournement-de-fonds-publics,2026-01-18T14:18:12.437Z,2026-03-04T21:53:34.416Z
